店舗id,店舗名,商品コード,商品名 ,税率 ,賞味期限 ,容量 ,原単価 ,売単価 ,在庫数,原価金額,売価金額 
"7","OPA店","4952195621576","ﾅﾁｭﾗﾙﾍｱｿｰﾌﾟJO","10.00","","ﾅﾁｭﾗﾙﾍｱｿｰﾌﾟJO","2660.00","3760.00","1.00","2660.0000","3760.0000"
"7","OPA店","4952195621583","ｳｨｽﾞﾍｱｿｰﾌﾟ","10.00","","ｳｨｽﾞﾍｱｿｰﾌﾟ","2660.00","3760.00","2.00","5320.0000","7520.0000"
"7","OPA店","4952195621590","ﾙﾍﾞﾙｳｨｽﾞ ｿｰﾌﾟ C","10.00","","ﾙﾍﾞﾙｳｨｽﾞ ｿｰﾌﾟ C","3250.00","4950.00","2.00","6500.0000","9900.0000"
"7","OPA店","4952195624089","ｲｵｸﾚﾝｼﾞﾝｸﾞﾌﾚｯｼｭﾒﾝﾄｼｬﾝﾌﾟｰ","10.00","","ｲｵｸﾚﾝｼﾞﾝｸﾞﾌﾚｯｼｭﾒﾝﾄｼｬﾝﾌﾟｰ","1040.00","1670.00","6.00","6240.0000","10020.0000"
"7","OPA店","4952195624096","ｲｵ ｸﾚﾝｼﾞﾝｸﾞｸﾘｱﾒﾝﾄｼｬﾝﾌﾟｰ","10.00","","ｲｵ ｸﾚﾝｼﾞﾝｸﾞｸﾘｱﾒﾝﾄｼｬﾝﾌﾟｰ","1040.00","1670.00","-3.00","-3120.0000","-5010.0000"
"7","OPA店","4952195624102","ｲｵｸﾚﾝｼﾞﾝｸﾞﾘﾗｯｸｽﾒﾝﾄｼｬﾝﾌﾟｰ","10.00","","ｲｵｸﾚﾝｼﾞﾝｸﾞﾘﾗｯｸｽﾒﾝﾄｼｬﾝﾌﾟｰ","1040.00","1670.00","-4.00","-4160.0000","-6680.0000"
"7","OPA店","4952195624119","ｲｵ ｸﾘｰﾑ ｼﾙｷｰﾘﾍﾟｱs","10.00","","ｲｵ ｸﾘｰﾑ ｼﾙｷｰﾘﾍﾟｱs","1040.00","1670.00","-1.00","-1040.0000","-1670.0000"
"7","OPA店","4952195624126","ｲｵｸﾘｰﾑﾒﾙﾄﾘﾍﾟｱﾄﾘｰﾄﾒﾝﾄ M","10.00","","ｲｵｸﾘｰﾑﾒﾙﾄﾘﾍﾟｱﾄﾘｰﾄﾒﾝﾄ M","1040.00","1670.00","-4.00","-4160.0000","-6680.0000"
"7","OPA店","4952195624959","ﾙﾍﾞﾙｳｨｽﾞ RPﾄﾘｰﾄﾒﾝﾄ","10.00","","ﾙﾍﾞﾙｳｨｽﾞ RPﾄﾘｰﾄﾒﾝﾄ","700.00","990.00","-12.00","-8400.0000","-11880.0000"
"7","OPA店","4952195624973","ﾙﾍﾞﾙｳｨｽﾞ ﾄﾘｰﾄﾒﾝ","10.00","","ﾙﾍﾞﾙｳｨｽﾞ ﾄﾘｰﾄﾒﾝ","2660.00","3760.00","1.00","2660.0000","3760.0000"
"7","OPA店","4952195624980","ﾅﾁｭﾗﾙﾍｱﾄﾘｰﾄﾒﾝﾄｳｨｽﾞRP","10.00","","ﾅﾁｭﾗﾙﾍｱﾄﾘｰﾄﾒﾝﾄｳｨｽﾞRP","3360.00","4480.00","-3.00","-10080.0000","-13440.0000"
"7","OPA店","4952195625369","ｿﾅ7DAYｼｬﾝﾌﾟｰBE","10.00","","ｿﾅ7DAYｼｬﾝﾌﾟｰBE","225.00","398.00","-4.00","-900.0000","-1592.0000"
"7","OPA店","4952195632169","ｴｰﾜﾝﾄｯｶﾋﾝ","10.00","","ｴｰﾜﾝﾄｯｶﾋﾝ","480.00","798.00","-1.00","-480.0000","-798.0000"
"7","OPA店","4952195650767","ｼﾞｵﾌｪｲｽﾝﾓｲｽﾁｬｰ","10.00","","ｼﾞｵﾌｪｲｽﾝﾓｲｽﾁｬｰ","540.00","880.00","-1.00","-540.0000","-880.0000"
"7","OPA店","4953162009076","PCｶﾐﾂﾔｼｬﾝﾌﾟｰ","10.00","","PCｶﾐﾂﾔｼｬﾝﾌﾟｰ","750.00","1280.00","-1.00","-750.0000","-1280.0000"
"7","OPA店","4953162012755","PCｶﾐﾂﾔｼｬｲﾆｰﾍｱｴｯｾﾝｽ","10.00","","PCｶﾐﾂﾔｼｬｲﾆｰﾍｱｴｯｾﾝｽ","1100.00","1620.00","1.00","1100.0000","1620.0000"
"7","OPA店","4953162013134","ｱﾙｹｱｼｬﾝﾌﾟｰ","10.00","","ｱﾙｹｱｼｬﾝﾌﾟｰ","750.00","1280.00","-8.00","-6000.0000","-10240.0000"
"7","OPA店","4953162013141","ｱﾙｹｱｺﾝﾃﾞｨｼｮﾅｰ","10.00","","ｱﾙｹｱｺﾝﾃﾞｨｼｮﾅｰ","750.00","1280.00","-5.00","-3750.0000","-6400.0000"
"7","OPA店","4953162013271","PCｶﾐﾂﾔｼｬﾝﾌﾟｰ","10.00","","PCｶﾐﾂﾔｼｬﾝﾌﾟｰ","432.00","798.00","-6.00","-2592.0000","-4788.0000"
"7","OPA店","4953162013288","PCｶﾐﾂﾔｺﾝﾃﾞｨｼｮﾅｰ","10.00","","PCｶﾐﾂﾔｺﾝﾃﾞｨｼｮﾅｰ","432.00","798.00","-1.00","-432.0000","-798.0000"
"7","OPA店","4953638171177","ﾒﾝｽﾞﾏﾕｽﾞﾐ","10.00","","ﾒﾝｽﾞﾏﾕｽﾞﾐ","1260.00","2016.00","2.00","2520.0000","4032.0000"
"7","OPA店","4954391103399","ハイティナＣプラス","10.00","","210T","738.00","1490.00","-62.00","-45756.0000","-92380.0000"
"7","OPA店","4954391103870","シンビオラクターゼＳジョウ","10.00","","360T","480.00","1026.00","-41.00","-19680.0000","-42066.0000"
"7","OPA店","4954391105270","ＡＦＢシンスカイブロンゴールド微粒","10.00","","44ﾎｳ","653.00","997.00","-2.00","-1306.0000","-1994.0000"
"7","OPA店","4954799113518","ｺﾝｸｰﾙ","10.00","","ｺﾝｸｰﾙ","787.00","1100.00","-73.00","-57451.0000","-80300.0000"
"7","OPA店","4954799119046","コンクールマウスジェル","10.00","","50G","1144.00","1650.00","4.00","4576.0000","6600.0000"
"7","OPA店","4954835113120","ﾐﾙﾎﾞﾝﾌﾟﾗｰﾐｱｸﾘｱｽﾊﾟﾌｫｰﾑ","10.00","","ﾐﾙﾎﾞﾝﾌﾟﾗｰﾐｱｸﾘｱｽﾊﾟﾌｫｰﾑ","2700.00","3960.00","1.00","2700.0000","3960.0000"
"7","OPA店","4954835113373","ｼﾞｪﾐｰﾙﾌﾗﾝｼｬﾝﾌﾟｰD","10.00","","200ml","1224.00","1782.00","1.00","1224.0000","1782.0000"
"7","OPA店","4954835134361","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","10.00","","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","450.00","627.00","-27.00","-12150.0000","-16929.0000"
"7","OPA店","4954835134378","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","10.00","","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","450.00","627.00","-18.00","-8100.0000","-11286.0000"
"7","OPA店","4954835134385","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","10.00","","ﾃﾞｨｰｾｽ ﾘﾝｹｰｼﾞ ﾐｭｰ4","450.00","627.00","-18.00","-8100.0000","-11286.0000"
"7","OPA店","4954835136006","ｼﾞｪﾐｰﾙﾌﾗﾝTRｼﾙｷｰｼｬｲﾆｰ","10.00","","180g","1360.00","1980.00","-3.00","-4080.0000","-5940.0000"
"7","OPA店","4954835136068","ｼﾞｪﾐｰﾙﾌﾞﾗﾝTRｼﾞｭｰｼｰｸﾞﾛｯｼｰ","10.00","","180g","1360.00","1980.00","-5.00","-6800.0000","-9900.0000"
"7","OPA店","4954835136792","ｼﾞｪﾐｰﾙﾌﾗﾝﾊｰﾄﾁｬｰｼﾞﾝｸﾞ","10.00","","ｼﾞｪﾐｰﾙﾌﾗﾝﾊｰﾄﾁｬｰｼﾞﾝｸﾞ","450.00","627.00","-2.00","-900.0000","-1254.0000"
"7","OPA店","4954835136808","ｼﾞｪﾐｰﾙﾌﾗﾝﾀﾞｲﾔﾁｬｰｼﾞﾝｸﾞ","10.00","","ｼﾞｪﾐｰﾙﾌﾗﾝﾀﾞｲﾔﾁｬｰｼﾞﾝｸﾞ","450.00","627.00","3.00","1350.0000","1881.0000"
"7","OPA店","4954835160919","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","320.00","598.00","-1.00","-320.0000","-598.0000"
"7","OPA店","4954835160926","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","320.00","598.00","5.00","1600.0000","2990.0000"
"7","OPA店","4954835160933","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","320.00","598.00","-1.00","-320.0000","-598.0000"
"7","OPA店","4954835160957","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","320.00","598.00","-1.00","-320.0000","-598.0000"
"7","OPA店","4954835290678","ﾃﾞｨｰｾｽ ｴﾙｼﾞｭｰﾀﾞEM","10.00","","ﾃﾞｨｰｾｽ ｴﾙｼﾞｭｰﾀﾞEM","1950.00","2580.00","-1.00","-1950.0000","-2580.0000"
"7","OPA店","4954835360234","ﾆｾﾞﾙｼﾞｪﾘｰM","10.00","","ﾆｾﾞﾙｼﾞｪﾘｰM","1260.00","1782.00","-3.00","-3780.0000","-5346.0000"
"7","OPA店","4954835360241","ﾆｾﾞﾙｼﾞｪﾘｰH","10.00","","ﾆｾﾞﾙｼﾞｪﾘｰH","1260.00","1782.00","-1.00","-1260.0000","-1782.0000"
"7","OPA店","4954835360630","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","600.00","980.00","-1.00","-600.0000","-980.0000"
"7","OPA店","4955273406034","プラセンタ　オールインワン","10.00","","80G","900.00","1320.00","3.00","2700.0000","3960.0000"
"7","OPA店","4955273502019","ｲｵﾅｿｰﾌﾟ","10.00","","ｲｵﾅｿｰﾌﾟ","980.00","1386.00","2.00","1960.0000","2772.0000"
"7","OPA店","4955273504020","ｲｵﾅﾛｰｼｮﾝBI(R)","10.00","","ｲｵﾅﾛｰｼｮﾝBI(R)","2695.00","3811.00","2.00","5390.0000","7622.0000"
"7","OPA店","4955273506024","ｲｵﾅｲｵﾝCﾌﾞﾘﾘｱﾝﾄ","10.00","","ｲｵﾅｲｵﾝCﾌﾞﾘﾘｱﾝﾄ","3395.00","4801.00","-2.00","-6790.0000","-9602.0000"
"7","OPA店","4955273801013","イオナエフ　ジェルＣＧ","10.00","","ｲｵﾅｴﾌ ｼﾞｪﾙCG","900.00","1980.00","1.00","900.0000","1980.0000"
"7","OPA店","4955273802010","ｲｵﾅｴﾌ ｿｰﾌﾟ","10.00","","ｲｵﾅｴﾌ ｿｰﾌﾟ","700.00","1540.00","-1.00","-700.0000","-1540.0000"
"7","OPA店","4955273802027","ｲｵﾅfｿｰﾌﾟ","10.00","","ｲｵﾅfｿｰﾌﾟ","700.00","1540.00","2.00","1400.0000","3080.0000"
"7","OPA店","4955273803017","イオナエフ　リッチＦ","10.00","","ｲｵﾅｴﾌ ﾘｯﾁF","800.00","1760.00","1.00","800.0000","1760.0000"
"7","OPA店","4955273804014","イオナＦ　ローション","10.00","","120ML","1600.00","3520.00","-5.00","-8000.0000","-17600.0000"
"7","OPA店","4955273804038","イオナエフ　リッチＬ","10.00","","ｲｵﾅｴﾌ ﾘｯﾁL","1750.00","3850.00","1.00","1750.0000","3850.0000"
"7","OPA店","4955273805011","イオナエフ　ＥＭ","10.00","","ｲｵﾅｴﾌ EM","1800.00","3960.00","1.00","1800.0000","3960.0000"
"7","OPA店","4955273806087","イオナエフリッチクリーム","10.00","","ｲｵﾅｴﾌﾘｯﾁｸﾘｰﾑ","2100.00","4620.00","-2.00","-4200.0000","-9240.0000"
"7","OPA店","4955273807015","イオナエフ　ＵＶベース","10.00","","ｲｵﾅｴﾌ UVﾍﾞｰｽ","1350.00","2970.00","-1.00","-1350.0000","-2970.0000"
"7","OPA店","4955574723229","リーダーサージカルマスク薄手タイプ　レギュラーサイ","10.00","","30ﾏｲ","390.00","580.00","-60.00","-23400.0000","-34800.0000"
"7","OPA店","4955574821147","スパイラルメンボウ","10.00","","200ﾎﾟﾝ","79.00","171.00","-12.00","-948.0000","-2052.0000"
"7","OPA店","4955814149901","ﾊﾟﾗｿｰﾗﾌﾚｸﾞﾗﾝｽuv","10.00","","ﾊﾟﾗｿｰﾗﾌﾚｸﾞﾗﾝｽuv","650.00","990.00","-2.00","-1300.0000","-1980.0000"
"7","OPA店","4955814701222","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰBBﾁｰｽﾞ","10.00","","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰBBﾁｰｽﾞ","112.00","154.00","-5.00","-560.0000","-770.0000"
"7","OPA店","4955814701239","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰｼｮｺﾗﾊﾞﾅｰﾇ","8.00","","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰｼｮｺﾗﾊﾞﾅｰﾇ","112.00","154.00","-4.00","-448.0000","-616.0000"
"7","OPA店","4955814701253","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰﾒｰﾌﾟﾙﾌﾞﾘｭﾚ","8.00","","ｸﾞｰﾋﾟﾀｼｯﾄﾘｸｯｷｰﾒｰﾌﾟﾙﾌﾞﾘｭﾚ","112.00","154.00","-4.00","-448.0000","-616.0000"
"7","OPA店","4955814701277","ｸﾞｰﾋﾟﾀﾋﾞｽﾏｯﾁｬ","8.00","","ｸﾞｰﾋﾟﾀﾋﾞｽﾏｯﾁｬ","112.00","154.00","-4.00","-448.0000","-616.0000"
"7","OPA店","4955814711405","ｸﾞｰﾋﾟﾀﾄｳﾙｲｾﾞﾛ","8.00","","ｸﾞｰﾋﾟﾀﾄｳﾙｲｾﾞﾛ","126.00","174.00","-3.00","-378.0000","-522.0000"
"7","OPA店","4955814712099","ｸﾞｰﾋﾟﾀﾁｮｺﾁｯﾌﾟbr","8.00","","ｸﾞｰﾋﾟﾀﾁｮｺﾁｯﾌﾟbr","112.00","154.00","-2.00","-224.0000","-308.0000"
"7","OPA店","4955982012007","ケイメイガシンサンＳ","10.00","","20H","910.00","1430.00","-1.00","-910.0000","-1430.0000"
"7","OPA店","4955982022006","ケイメイガシンサンＳ","10.00","","40H","1610.00","2530.00","-6.00","-9660.0000","-15180.0000"
"7","OPA店","4955982030117","ガシンサンＳサイリュウ","10.00","","20H","980.00","1540.00","-22.00","-21560.0000","-33880.0000"
"7","OPA店","4955982030131","ガシンサンＳサイリュウ","10.00","","60H","2660.00","4180.00","-17.00","-45220.0000","-71060.0000"
"7","OPA店","4955982030155","ガシンサンＳサイリュウ","10.00","","120H","4760.00","7480.00","-5.00","-23800.0000","-37400.0000"
"7","OPA店","4955982058012","ケイメイガシンサン","10.00","","400G","4200.00","6600.00","-6.00","-25200.0000","-39600.0000"
"7","OPA店","4955982058029","ケイメイガシンサンＳ","10.00","","120H","4200.00","6600.00","-8.00","-33600.0000","-52800.0000"
"7","OPA店","4955982080303","ヤクシマウコン","8.00","","30H","1320.00","2376.00","-6.00","-7920.0000","-14256.0000"
"7","OPA店","4956810213801","ｱﾜﾀﾞﾃﾈｯﾄ","10.00","","ｱﾜﾀﾞﾃﾈｯﾄ","100.00","201.00","2.00","200.0000","402.0000"
"7","OPA店","4956810237968","ｼﾞﾝｺｳｶﾙｲｼｼﾙｸP","10.00","","ｼﾞﾝｺｳｶﾙｲｼｼﾙｸP","100.00","207.00","3.00","300.0000","621.0000"
"7","OPA店","4956810238002","ｱﾜﾀﾞﾃﾈﾂﾄ","10.00","","ｱﾜﾀﾞﾃﾈﾂﾄ","100.00","201.00","1.00","100.0000","201.0000"
"7","OPA店","4957425011240","ｺﾞｶｼﾞﾝ6H","8.00","","6H","372.00","1279.00","6.00","2232.0000","7674.0000"
"7","OPA店","4957584001267","ケアナビ　ネツトリタックン　子供用","10.00","","16P","171.00","358.00","17.00","2907.0000","6086.0000"
"7","OPA店","4957584001274","ケアナビ　ネツトリタックン　大人用","10.00","","16P","171.00","358.00","-16.00","-2736.0000","-5728.0000"
"7","OPA店","4957589002696","マスターケース柄　アソート","10.00","","1ｺ","425.00","598.00","3.00","1275.0000","1794.0000"
"7","OPA店","4957589103799","３Ｄニットマスク　黒","10.00","","3Dﾆｯﾄﾏｽｸ ｸﾛ","650.00","1100.00","20.00","13000.0000","22000.0000"
"7","OPA店","4957589403790","３Ｄニットマスク　グレー","10.00","","3Dﾆｯﾄﾏｽｸ ｸﾞﾚｰ","650.00","1100.00","49.00","31850.0000","53900.0000"
"7","OPA店","4957589702985","ウレタンイリポリエステルマスク　シロ","10.00","","2ﾏｲ","300.00","498.00","90.00","27000.0000","44820.0000"
"7","OPA店","4957589703791","３Ｄニットマスク　白","10.00","","3Dﾆｯﾄﾏｽｸ ｼﾛ","650.00","1100.00","223.00","144950.0000","245300.0000"
"7","OPA店","4957669204002","ｶﾘｳﾑﾊﾞﾗﾝｽ","8.00","","ｶﾘｳﾑﾊﾞﾗﾝｽ","1416.00","2549.00","1.00","1416.0000","2549.0000"
"7","OPA店","4958089304709","ﾏﾆｷｭｱﾌｧｲﾙ#5","10.00","","ﾏﾆｷｭｱﾌｧｲﾙ#5","839.00","1045.00","-1.00","-839.0000","-1045.0000"
"7","OPA店","4958668118314","V7 ﾚｷﾞｭﾗｰﾍｯﾄﾞ","10.00","","V7 ﾚｷﾞｭﾗｰﾍｯﾄﾞ","175.00","275.00","22.00","3850.0000","6050.0000"
"7","OPA店","4958668218311","V7 ｺﾝﾊﾟｸﾄﾍｯﾄﾞ","10.00","","V7 ｺﾝﾊﾟｸﾄﾍｯﾄﾞ","175.00","275.00","-7.00","-1225.0000","-1925.0000"
"7","OPA店","4958707000037","エバシェリーン　ブンポウ","10.00","","20H","972.00","1980.00","4.00","3888.0000","7920.0000"
"7","OPA店","4958707000044","エバシェリーン　ブンポウ","10.00","","48H","1944.00","3960.00","-4.00","-7776.0000","-15840.0000"
"7","OPA店","4958707000518","エバシェリーン　カリュウ　カン","10.00","","75G","3000.00","6600.00","-2.00","-6000.0000","-13200.0000"
"7","OPA店","4958707000532","エバシェリーン　カリュウ","10.00","","16H","792.00","1584.00","1.00","792.0000","1584.0000"
"7","OPA店","4958707000556","エバセチンゴールド","10.00","","36T","840.00","1848.00","-13.00","-10920.0000","-24024.0000"
"7","OPA店","4958707000563","エバセチンゴールド","10.00","","96T","1900.00","4180.00","-7.00","-13300.0000","-29260.0000"
"7","OPA店","4958707000570","エバセチンゴールド","10.00","","12T","340.00","748.00","-26.00","-8840.0000","-19448.0000"
"7","OPA店","4958707000617","フエカルミンスリ－","10.00","","48H","916.00","1848.00","-5.00","-4580.0000","-9240.0000"
"7","OPA店","4958707000648","フェカルミンゴールドジョウ","10.00","","60T","598.00","1430.00","-15.00","-8970.0000","-21450.0000"
"7","OPA店","4958707000655","フェカルミンゴールドジョウ","10.00","","168T","1400.00","3080.00","-3.00","-4200.0000","-9240.0000"
"7","OPA店","4958707000662","フェカルミンゴールドジョウ","10.00","","288T","1748.00","4180.00","-9.00","-15732.0000","-37620.0000"
"7","OPA店","4958707000839","ユースＰ　ジョウザイ","10.00","","480T","5951.00","12430.00","1.00","5951.0000","12430.0000"
"7","OPA店","4958707001102","エバシェリーンハーブジョウ２４ジョウ","10.00","","ｴﾊﾞｼｪﾘｰﾝﾊｰﾌﾞｼﾞｮｳ24ｼﾞｮｳ","440.00","968.00","1.00","440.0000","968.0000"
"7","OPA店","4958707001119","エバシェリーンハーブ錠","10.00","","96T","1410.00","3102.00","2.00","2820.0000","6204.0000"
"7","OPA店","4959005014009","ｴｰﾜﾝﾄｯｶﾋﾝ","10.00","","ｴｰﾜﾝﾄｯｶﾋﾝ","120.00","198.00","-1.00","-120.0000","-198.0000"
"7","OPA店","4959005016928","IDｹｱﾋｰﾄﾍﾟｱﾄﾘｰﾄﾒﾝﾄ","10.00","","IDｹｱﾋｰﾄﾍﾟｱﾄﾘｰﾄﾒﾝﾄ","540.00","880.00","-1.00","-540.0000","-880.0000"
"7","OPA店","4959005017031","ｴｰﾜﾝﾄｯｶﾋﾝ","10.00","","ｴｰﾜﾝﾄｯｶﾋﾝ","1000.00","1680.00","-1.00","-1000.0000","-1680.0000"
"7","OPA店","4959005060112","ｴｰﾜﾝﾄｯｶﾋﾝ","10.00","","ｴｰﾜﾝﾄｯｶﾋﾝ","480.00","798.00","-3.00","-1440.0000","-2394.0000"
"7","OPA店","4959005061287","ﾌﾟﾗｽﾏﾝｼｷﾝｸﾘｱﾏｲﾙﾄﾞ","10.00","","ﾌﾟﾗｽﾏﾝｼｷﾝｸﾘｱﾏｲﾙﾄﾞ","750.00","1280.00","-2.00","-1500.0000","-2560.0000"
"7","OPA店","4961161600095","ｾｽｷﾀﾝｻﾝｿｰﾀﾞ1Kg","10.00","","ｾｽｷﾀﾝｻﾝｿｰﾀﾞ1Kg","335.00","507.00","-2.00","-670.0000","-1014.0000"
"7","OPA店","4961248000213","サンポウハグキミガキ","10.00","","180G","700.00","1384.00","-4.00","-2800.0000","-5536.0000"
"7","OPA店","4961248005690","ﾍﾞｽﾄｱｯﾌﾟD","10.00","","ﾍﾞｽﾄｱｯﾌﾟD","290.00","660.00","-18.00","-5220.0000","-11880.0000"
"7","OPA店","4961248005744","デンタパールＷ","10.00","","ﾃﾞﾝﾀﾊﾟｰﾙW","990.00","1980.00","-6.00","-5940.0000","-11880.0000"
"7","OPA店","4961248005751","三宝はぐきみがき","10.00","","60G","340.00","748.00","5.00","1700.0000","3740.0000"
"7","OPA店","4961248005768","トフメルＡ　（マル）","10.00","","15G","396.00","858.00","-10.00","-3960.0000","-8580.0000"
"7","OPA店","4961248008783","ﾄﾌﾒﾙｿﾌﾄｻﾝﾎﾟｳｲｾｲﾔｸ","10.00","","ﾄﾌﾒﾙｿﾌﾄｻﾝﾎﾟｳｲｾｲﾔｸ","400.00","880.00","-2.00","-800.0000","-1760.0000"
"7","OPA店","4961248008813","ﾄﾌﾒﾙｿﾌﾄｻﾝﾎﾟｳｾｲﾔｸ","10.00","","ﾄﾌﾒﾙｿﾌﾄｻﾝﾎﾟｳｾｲﾔｸ","650.00","1430.00","-1.00","-650.0000","-1430.0000"
"7","OPA店","4961248008820","パルモア","10.00","","7G","495.00","1120.00","-17.00","-8415.0000","-19040.0000"
"7","OPA店","4961248009001","トフメルＡ","10.00","","40G","675.00","1340.00","-1.00","-675.0000","-1340.0000"
"7","OPA店","4961248009339","パルモア－シットリウルオイビューティークリームＤＥ","10.00","","40G","440.00","968.00","-2.00","-880.0000","-1936.0000"
"7","OPA店","4961248063539","ﾔｸﾖｳﾊﾟｰﾙﾎﾜｲﾄﾌﾟﾛｼｬｲﾝ","10.00","","ﾔｸﾖｳﾊﾟｰﾙﾎﾜｲﾄﾌﾟﾛｼｬｲﾝ","1287.00","2178.00","2.00","2574.0000","4356.0000"
"7","OPA店","4961308112405","ﾎﾞｼﾕﾛﾑ ｽ-ﾊﾟ-ｸﾘ-","10.00","","30MLｱﾄ","715.00","880.00","-1.00","-715.0000","-880.0000"
"7","OPA店","4961308118049","ボシュロムオキュバイト＋ルテイン","8.00","","90T","1525.00","3024.00","4.00","6100.0000","12096.0000"
"7","OPA店","4961308118131","オキュバイト５０プラス","8.00","","60T","1904.00","3780.00","4.00","7616.0000","15120.0000"
"7","OPA店","4961308118230","ﾌﾟﾘｻﾞｰﾋﾞｼﾞｮﾝ2ｽﾘﾑｶﾌﾟｾﾙ","8.00","","ﾌﾟﾘｻﾞｰﾋﾞｼﾞｮﾝ2ｽﾘﾑｶﾌﾟｾﾙ","2669.00","5292.00","-10.00","-26690.0000","-52920.0000"
"7","OPA店","4961469100112","ｼｺｳｾﾝｼｮｸｼﾞｪﾙ","10.00","","5G","195.00","295.00","-1.00","-195.0000","-295.0000"
"7","OPA店","4961469100358","ﾍﾙｽﾃｯｸｼｶﾝｽﾘ-ﾌﾞ","10.00","","ﾍﾙｽﾃｯｸｼｶﾝｽﾘ-ﾌﾞ","364.00","559.00","-2.00","-728.0000","-1118.0000"
"7","OPA店","4961469100525","ﾃﾞﾝﾄｸﾗﾌﾞ ｽﾍﾟｱ-","10.00","","ﾃﾞﾝﾄｸﾗﾌﾞ ｽﾍﾟｱ-","390.00","592.00","6.00","2340.0000","3552.0000"
"7","OPA店","4961503572271","ﾋﾞｼｮｳﾄｯｶﾋﾝ","10.00","","ﾋﾞｼｮｳﾄｯｶﾋﾝ","500.00","880.00","-1.00","-500.0000","-880.0000"
"7","OPA店","4961503653932","ﾛﾚｯﾀ3DAYSTRIALSETｽｯｷﾘ","10.00","","ﾛﾚｯﾀ3DAYSTRIALSETｽｯｷﾘ","340.00","501.00","-1.00","-340.0000","-501.0000"
"7","OPA店","4961503653949","ﾛﾚｯﾀ3DAYSTRIALSETｳﾙｳﾙ","10.00","","ﾛﾚｯﾀ3DAYSTRIALSETｳﾙｳﾙ","340.00","501.00","3.00","1020.0000","1503.0000"
"7","OPA店","4961889090680","オプティフリープラス","10.00","","120ML","375.00","590.00","1.00","375.0000","590.0000"
"7","OPA店","4961928632970","ｿﾙﾎﾞﾀﾃL","10.00","","ｿﾙﾎﾞﾀﾃL","1812.00","2420.00","-1.00","-1812.0000","-2420.0000"
"7","OPA店","4961928632987","ｿﾙﾎﾞﾖｺS","10.00","","ｿﾙﾎﾞﾖｺS","1376.00","1980.00","4.00","5504.0000","7920.0000"
"7","OPA店","4961928634110","ｿﾙﾎﾟｱ ﾌｯﾄｹｱ ﾀﾃ ｱｰﾁｻﾎﾟ","10.00","","ｿﾙﾎﾟｱ ﾌｯﾄｹｱ ﾀﾃ ｱｰﾁｻﾎﾟ","1682.00","2420.00","2.00","3364.0000","4840.0000"
"7","OPA店","4961928634127","ｿﾙﾎﾞﾀﾃｱｰﾁｻﾎﾟｰﾀｰ","10.00","","ｿﾙﾎﾞﾀﾃｱｰﾁｻﾎﾟｰﾀｰ","1682.00","2420.00","-1.00","-1682.0000","-2420.0000"
"7","OPA店","4962216200369","ﾘｭ-ﾌﾞｼﾞｭﾝｶﾂｾﾞﾘ-","10.00","","ﾘｭ-ﾌﾞｼﾞｭﾝｶﾂｾﾞﾘ-","650.00","1100.00","2.00","1300.0000","2200.0000"
"7","OPA店","4962422065790","ﾆﾝｼﾞﾝﾄｳ1DAY","10.00","","ﾆﾝｼﾞﾝﾄｳ1DAY","200.00","440.00","-9.00","-1800.0000","-3960.0000"
"7","OPA店","4962438033417","ｸﾞｰﾄﾌﾟﾙﾌﾟｧ","10.00","","ｸﾞｰﾄﾌﾟﾙﾌﾟｧ","743.00","1980.00","2.00","1486.0000","3960.0000"
"7","OPA店","4962438660507","JPSｶｯｺﾝﾄｳ","10.00","","60T","500.00","1320.00","1.00","500.0000","1320.0000"
"7","OPA店","4962438666295","ＪＰＳカッコントウカセンキュウシンイ","10.00","","72T","720.00","1760.00","4.00","2880.0000","7040.0000"
"7","OPA店","4963183171010","ﾆｭｳﾖｸｻﾞｲ ﾖｳﾒｲｾﾝ","10.00","","ﾆｭｳﾖｸｻﾞｲ ﾖｳﾒｲｾﾝ","97.00","165.00","-16.00","-1552.0000","-2640.0000"
