移動日,移動元店舗,移動先店舗,商品コード,商品名,商品容量,数量,単価,金額,入力形能,入庫確定
"2022/11/14","630　しみず倉庫","大島店","4968250370112","紅芝泉レギュラー ３０ｍｌ×１０","３０ＭＬ　×","1","3,498","3,498","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4968250807212","ロイマン湯　３０包","３０包","6","979","5,874","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4970511099359","ＡＪＤ　エースバン　Ｍ３０枚","３０枚","3","85","255","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4970511099373","ＡＪＤエースバン　半透明Ｍ１００枚","１００枚","1","248","248","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","5","311","1,555","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4975979330211","トピックＧトローチ","２４錠","1","200","200","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987031114103","ラクモント 130 錠","１３０　錠","1","637","637","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987103040989","ハイゼリーＳＧ５０　 50ML","５０ｍｌ","3","300","900","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987103043942","ワムナールＤＸ□　 120 ｇ","１２０ｇ","1","735","735","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","2","2,350","4,700","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987103050667","モレナ　プラスリップ","３．５ｇ","3","276","828","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987306021327","コーラックファースト　２０錠","２０錠","1","325","325","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987306045156","パブロンゴールドＡ＜微粒＞　４４包","４４包","1","1,375","1,375","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","15","554","8,310","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987360035346","メルヂンゴールド２４ＣＰ","２４ＣＰ","4","341","1,364","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987475119375","ロキエフェクトＬＸテープ大判　 7 枚","7 枚","3","218","654","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987487102723","タカミツクールリフェンダ　６枚","６枚","20","70","1,400","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4987601230776","ステリコットαお徳用１００包入","１００包","2","490","980","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4515748001708","エミューゼリー筋肉（シークワーサー）３０包","３０Ｈ","1","3,436","3,436","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4515748001845","エミューゼリー関節（日向夏味） 30 包","３０　包","1","3,436","3,436","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4515748001852","プレミアム１００エミューエッセンス 15 ｍｌ","１５ｍｌ","1","2,400","2,400","ハンディー",""
"2022/11/14","630　しみず倉庫","大島店","4975979308005","オラキュア錠　２０錠","２０錠","0","347","0","画面作成",""
"2022/11/14","630　しみず倉庫","砺波店","0000049252071","ゼリアドルマイシン軟膏　６ｇ","６ｇ","1","180","180","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","3","2,850","8,550","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4510759690026","ドーパーパストリーゼ　1Ｌ替え","１ｌ","3","850","2,550","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4510759790016","ドーバーパストリ－ゼ７７ヘッド付 500ml","５００ｍｌ","12","670","8,040","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4510759790023","ﾄﾞ-ﾊﾞ- ﾊﾞｽﾄﾘ-ｾﾞ77 替　500ml","５００ｍｌ","6","624","3,744","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4515748001784","プレミアム１０　８５ｇ","８５","4","2,030","8,120","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","3","3,230","9,690","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4524326500007","国産馬油１００　　７０ｍｌ","７０ｍｌ","1","560","560","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4530883502514","宮島シームレスサポーター　ひじＭ１枚","１枚","2","266","532","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4582368480169","スクアレン（箱入） １０シート","１０シ－ト","1","1,739","1,739","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4582368480206","ピュアコラーゲン＋セラミドＤＸ　 150 ｇ","１５０ｇ","2","922","1,844","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4960085990503","キズクイックＦｉｔ（指用） 10 枚","１０枚","2","222","444","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250147110","セキセチン　咳止め１００ｍｌ","１００ｍｌ","4","354","1,416","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250199218","エナックＷ　２７０錠","２７０錠","2","1,700","3,400","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250199317","エナックＷ　５４０錠","５４０錠","2","3,091","6,182","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250245113","キヨ－チルベｓクリ－ム８ｇ","８ｇ","1","288","288","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","1","3,132","3,132","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","2","5,742","11,484","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250275318","キヨーレオピン　２４０ｍｌ","２４０ｍｌ","1","5,570","5,570","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250305114","キヨーレオピンネオｗ　60ml","６０ｍｌ","1","1,723","1,723","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","1","3,158","3,158","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250305312","キヨーレオピンネオｗ　240ml","２４０ｍｌ","1","5,570","5,570","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250370112","紅芝泉レギュラー ３０ｍｌ×１０","３０ＭＬ　×","1","3,498","3,498","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250807212","ロイマン湯　３０包","３０包","4","979","3,916","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250854124","プレビジョングリーン末　９０包","９０包","12","1,401","16,812","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","4","1,692","6,768","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","3","1,108","3,324","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250870117","プレビジョン　バイタルウレア　１２０粒","１２０粒","2","1,795","3,590","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250873217","フジビトール鼻炎薬ｓ３６カプセル","３６ｃｐ","2","618","1,236","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250887115","湧永小青竜湯２１包","２１包","1","529","529","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4970511099359","ＡＪＤ　エースバン　Ｍ３０枚","３０枚","3","85","255","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4970511202636","不織布かぜ・花粉マスク　子供用５０枚","５０枚","5","300","1,500","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4971159015312","奥田薬品　伸縮性ネット包帯　指用３本入","指用３本入","1","97","97","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","300","37","11,100","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987014041600","ウット　１２錠","１２錠","18","630","11,340","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987076505041","マスラックＧＯＬＤ","384 錠","1","2,153","2,153","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103045762","ゼリアセピーＩＰかぜゴールド２７錠","２７錠","1","429","429","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103049227","ヘパリーゼＧＴ５６０錠","８０Ｔｘ７","1","7,679","7,679","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","2","2,800","5,600","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103049357","コンドロイチンＺＳ１５０錠","１５０錠","4","2,350","9,400","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","2","6,000","12,000","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987240228141","龍角散ドロップノドカクサンＥＨ２４粒","２４粒","4","178","712","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987299226716","クレマエースＥＸＰ　２７０錠","２７０錠","2","1,093","2,186","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987360035346","メルヂンゴールド２４ＣＰ","２４ＣＰ","8","341","2,728","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987420050340","養命六神丸　196粒","１９６粒","1","2,857","2,857","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987433120054","プラセントップ液３０ｍｌ","３０ｍｌ","80","310","24,800","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987469597042","オルテクサー口腔用軟膏　５ｇ","５ｇ","2","222","444","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987487102723","タカミツクールリフェンダ　６枚","６枚","10","70","700","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987533011207","新ピラドンＧカプセル　20CP","２０ＣＰ","4","422","1,688","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987910710891","ＮＥＷマイティアＣＬクール-Ｓ","１５ｍｌ","2","192","384","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987402032104","エフストリン３０錠","３０錠","5","370","1,850","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250853127","プレビジョン　乳酸菌＆カテキン　１８０錠","１８０粒","1","896","896","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250194213","グラッドル錠　１２０錠","１２０錠","1","1,969","1,969","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4968250177216","トコベール３００Ｅ　２６０ｃｐ","２６０ｃｐ","3","2,897","8,691","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103043942","ワムナールＤＸ□　 120 ｇ","１２０ｇ","2","735","1,470","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","10","80","800","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987035085713","オロナインＨ軟膏　１００ｇ","１００ｇ","1","555","555","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987307020688","新小児用セイヨン内服液３０ｍｌ","３０ｍｌ","17","83","1,411","ハンディー",""
"2022/11/14","630　しみず倉庫","砺波店","4987103052098","イオナスパ＆ミネラルＷクレンジング","２００ｍｌ","0","1,620","0","画面作成",""
"2022/11/16","631　パスコ店","砺波店","3000800700640","JPS水眩湯　12包","１２包","3","733","2,200","画面作成",""
"2022/11/16","639　大島店","パスコ店","4571432380078","アロマＤｅ　ジュレ　６０ｍｌ","６０ｍｌ","2","4,000","8,000","画面作成",""
"2022/11/16","639　大島店","パスコ店","4571432380276","アイシャンプー","３８０ｍｌ","3","1,500","4,500","画面作成",""
"2022/11/16","639　大島店","パスコ店","4957272000961","ヘアフレッシュナー","３８０ｍｌ","1","1,625","1,625","画面作成",""
"2022/11/16","639　大島店","パスコ店","4957272100487","AMPクリーム","４０ｇ","2","1,950","3,900","画面作成",""
"2022/11/16","639　大島店","パスコ店","4957272004952","ウエルハース エッセンス","４０ｍｌ","1","2,275","2,275","画面作成",""
"2022/11/16","639　大島店","パスコ店","4957272000763","コギトＥＳソープ","２５０ｍｌ","3","1,625","4,875","画面作成",""
"2022/11/16","639　大島店","プラファ店","4571432380061","アロマＤｅ　ロ・ション１５０ｍｌ","１５０ｍｌ","1","2,000","2,000","画面作成",""
"2022/11/16","639　大島店","プラファ店","4571432380092","アロマＤｅクレ－ム３０ｇ","３０ｇ","1","3,500","3,500","画面作成",""
"2022/11/16","639　大島店","プラファ店","4571432380238","エッセンス　フォーム","２００ｍｌ","2","1,500","3,000","画面作成",""
"2022/11/16","639　大島店","プラファ店","4571432380245","エッセンス ローション","１５０ｍｌ","1","1,500","1,500","画面作成",""
"2022/11/16","639　大島店","プラファ店","4571432380276","アイシャンプー","３８０ｍｌ","1","1,500","1,500","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272000749","ナチュラルリップクリーム ピンク","","1","650","650","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272000763","コギトＥＳソープ","２５０ｍｌ","2","1,625","3,250","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272000978","ヘアトリートメント","１５０ｇ","2","1,300","2,600","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272001357","VCローション","６５ｍｌ","1","2,275","2,275","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272001364","WL クリアプロテイン","１２０ｇ","1","2,275","2,275","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272004068","ＣＡエッセンス 35 ｍｌ","３５ｍｌ","1","3,250","3,250","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272100548","シコニスクリームチューブ","４０ｇ","5","455","2,275","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272103105","WL アンジェラグローアップマスカラ","","1","1,625","1,625","画面作成",""
"2022/11/16","639　大島店","プラファ店","4957272201559","BIHADA クリアエッセンス","５０ｇ","1","5,200","5,200","画面作成",""
"2022/11/16","639　大島店","砺波店","4957272001043","カルフィア ミルキー","","1","3,250","3,250","画面作成",""
"2022/11/16","639　大島店","砺波店","4957272001036","カルフィア ローション","","1","2,925","2,925","画面作成",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103047773","ヘパリンＺクリーム　１８ｇ","１８ｇ","1","562","562","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4970511630217","ハイロストール錠　８０錠","８０錠","1","259","259","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4510759790016","ドーバーパストリ－ゼ７７ヘッド付 500ml","５００ｍｌ","4","670","2,680","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4515748001784","プレミアム１０　８５ｇ","８５","6","2,030","12,180","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","１５０ｇ","3","3,230","9,690","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4951079035171","キョクトウ正露丸糖衣９０錠","９０錠","2","413","826","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4954097871004","ノドゴールミント　 18 包","１８包","3","256","768","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4954097910000","ファイトマンゼリー　エネルギー　１８０ｇ","１８０ｇ","12","65","780","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4954097910086","ファイトマンゼリーアミノ酸１８０ｇ","１８０ｇ","12","65","780","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4954097910161","ファイトマンゼリー　ビタミン１８０ｇ","１８０ｇ","12","65","780","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4960085900601","アトレチオン　ＬＸ　クリーム　３０ｇ","３０ｇ","1","326","326","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250161529","エナックロイヤル　 50 ｍｌ× 4","５０ｍｌ×４","1","1,058","1,058","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250169228","ワクナガ生薬胃腸薬　１２包","１２包","2","251","502","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250174222","ワクナガ胃腸薬Ｕ　３６包","３６包","1","669","669","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","3","3,132","9,396","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","6","5,742","34,452","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","6","3,158","18,948","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250358110","湧永田七　分包　６０包","６０包","1","2,773","2,773","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250807212","ロイマン湯　３０包","３０包","3","979","2,937","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250820112","湧永　八味地黄丸４５０丸","４５０丸","1","1,019","1,019","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250854124","プレビジョングリーン末　９０包","９０包","6","1,401","8,406","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","10","1,692","16,920","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250868114","プレビジョン　ウリラックス　１２０粒","１２０粒","1","1,859","1,859","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250878113","オプターナ黄粋目薬　１５ｍｌ","１５ｍｌ","10","350","3,500","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4970511100147","ＡＪＤウオノメバン 　Ｌ２０枚","２０枚","1","282","282","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4970511681141","ビューティハンド２枚","２マイ","3","153","459","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4970511910029","ママは看護師さん　滅菌ガーゼ　Ｍ１０枚","１０枚","1","145","145","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987014012006","ミネドリン　６００ｍｌ","６００ｍｌ","1","858","858","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987014016509","バイトゴールド３０００　　100ml","１００ｍｌ","500","37","18,500","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987037711597","ＢＴエース液　３０ｍｌ","３０ｍｌ","1","327","327","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4903301010968","バファリンＡ　４０錠","４０錠","4","441","1,764","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987074300556","メディストロクリーム","20 ｇ","3","200","600","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987084418425","サンテアスティ　１５ｍｌ","１５ｍｌ","4","297","1,188","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103040651","新レシカルボン坐剤Ｓ　１０個","１０個","1","390","390","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103042402","ローヤルエナジー ME 　 30 袋","３０袋","1","5,000","5,000","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103046943","ドルマイコーチ軟膏　６ｇ","６ｇ","2","255","510","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103049241","ヘパリーゼＧＴ２７０錠","２７０錠","2","2,800","5,600","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","1","6,000","6,000","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987235044237","パスタイムＵプラス　３０枚","３０枚","2","341","682","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987299226716","クレマエースＥＸＰ　２７０錠","２７０錠","1","1,093","1,093","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987305321602","新リコリス　３本","３本","1","430","430","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306007390","リポビタンＤスーパー100ml　3本","１００ｍｌ　","2","450","900","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306009486","大正漢方胃腸薬　48包","４８包","1","1,430","1,430","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306019485","口内炎軟膏大正クイックケア５ｇ","５ｇ","1","340","340","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306045125","パブロンゴールドＡ＜錠＞１３０錠","１３０錠","2","935","1,870","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987316017013","新トニン咳止め液　６０ｍｌ","６０ｍｌ","10","605","6,050","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987360035346","メルヂンゴールド２４ＣＰ","２４ＣＰ","5","341","1,705","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987402133306","新第一赤玉はら薬　18包","１８包","3","560","1,680","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987426002091","液体ムヒＳ２ａ５０ｍｌ","５０ｍｌ","10","320","3,200","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987469145908","コンクナットＥＸ　　　　　　　　　　　　１８０Ｔ","１８０Ｔ","2","534","1,068","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4987533012327","アスミンＡ顆粒１８包","１８Ｈ","3","411","1,233","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4968250219121","ボンエナＣａ微粒　６０包","６０包","2","1,069","2,138","ハンディー",""
"2022/11/17","630　しみず倉庫","パスコ店","4971159018139","キッチンネットスポンジ５個","５個","0","58","0","画面作成",""
"2022/11/17","630　しみず倉庫","パスコ店","4975979308005","オラキュア錠　２０錠","２０錠","0","347","0","画面作成",""
"2022/11/17","630　しみず倉庫","パスコ店","4987103049227","ヘパリーゼＧＴ５６０錠","８０Ｔｘ７","0","7,679","0","画面作成",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306039223","ナチュラルケア粉末スティック　 30 袋入","３０袋入","0","1,820","0","画面作成",""
"2022/11/17","630　しみず倉庫","パスコ店","4987306047723","パブロンキッズ　かぜ錠　４０錠","４０錠","0","450","0","画面作成",""
"2022/11/17","630　しみず倉庫","プラファ店","4987239185233","ロスミン黄Ｗ　 50ML × 3 本","５０ｍｌ　３","2","522","1,044","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4957584003384","冷却シート 1 ０時間冷却　大人用","１６枚入","2","160","320","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250164216","ワクナガ胃腸薬Ｇ　３００錠","３００錠","1","517","517","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250239112","ノノン錠　２４錠","２４錠","3","272","816","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250260116","レオピンロイヤル　６０ｍｌ","６０ｍｌ","1","4,823","4,823","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250271112","レオピンファイブＮＥＯ　６０ｍｌ","６０ｍｌ","1","3,132","3,132","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250271211","レオピンファイブＮＥＯ　１２０ｍｌ","１２０ｍｌ","1","5,742","5,742","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250272119","エピロンエ－　１８ｇ","１８ｇ","1","304","304","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250293213","レオピンロイヤルキャプレット　１００錠","１００錠","1","4,959","4,959","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250305213","キヨーレオピンネオｗ　120ml","１２０ｍｌ","1","3,158","3,158","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250807212","ロイマン湯　３０包","３０包","1","979","979","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","１２０粒","2","1,692","3,384","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4968250867117","プレビジョン　カルマジン　８００粒","８００粒","1","1,108","1,108","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4970511099373","ＡＪＤエースバン　半透明Ｍ１００枚","１００枚","1","248","248","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4970883012468","防水ワンタッチパッドＭ５枚","","2","199","398","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4971159012090","奥田薬品　健康のどあめ　２８０ｇ","２８０ｇ","5","311","1,555","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4974638678640","マーヤ　スーパー尿とりパット　男女兼用 ５１枚","５１枚","3","600","1,800","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4975446104239","ハツモール　薬用スカルプク－ルシャンプ－　５００ｍ","５００ｍｌ","1","921","921","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4975687011389","ペインサール顆粒 ３０包","３０包","2","748","1,496","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987031002165","新大草延寿丸３２Ｈ","３２Ｈ","2","808","1,616","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987074300556","メディストロクリーム","20 ｇ","1","200","200","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987103046783","ゼリア新薬）ハイゼリー B 3 本","１００ｍｌ×","2","450","900","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987103049371","コンドロイチンＺＳ　４５０錠","４５０錠","1","6,000","6,000","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987123142038","タケダ漢方便秘薬　１８０錠","１８０錠","1","1,780","1,780","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987123144292","アリナミンＶ＆ＶＮＥＷ　５０ｍｌ×２本","２本","1","618","618","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987240228141","龍角散ドロップノドカクサンＥＨ２４粒","２４粒","1","178","178","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987300048900","ラカルトメディキュア－　１００ｇ","１００ｇ","1","891","891","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987469597042","オルテクサー口腔用軟膏　５ｇ","５ｇ","1","222","222","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987533012327","アスミンＡ顆粒１８包","１８Ｈ","2","411","822","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4515748001845","エミューゼリー関節（日向夏味） 30 包","３０　包","1","3,436","3,436","ハンディー",""
"2022/11/17","630　しみず倉庫","プラファ店","4987469061697","エピックうがい薬　３００ｍｌ","３００ｍｌ","2","299","598","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","4987487102754","リフェンダＩＤ　０．５％６枚","６枚","5","80","400","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","3000800100105","ヘパリーゼＧＴ10Ｔ","１０錠","3","137","411","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","4510662002114","貴好茶　８粒×３０包","８粒×３０包","6","2,850","17,100","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","4562207690157","デントピュリティ歯間ブラシＬ　１５本","１５本","2","158","316","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","4901080703316","新ポリグリップ無添加　４０ｇ","４０ｇ","2","421","842","ハンディー",""
"2022/11/17","630　しみず倉庫","大島店","4903301010944","バファリンＡ　８０錠","８０錠","1","932","932","ハンディー",""
